age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,label
0.7945049975374447,4.0,-2.2594688793182582,3.0,1.0,4.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
0.46815193665782645,0.0,-0.6265389087055728,4.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.8748962668073237,1.0,-0.5433437845172127,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.8758226295457406,1.0,-1.052455881458484,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.6006605500762174,4.0,-1.5856105620131253,2.0,0.0,10.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0
-2.0681674385001294,0.0,-2.245780433721378,9.0,1.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8269540811716068,1.0,0.2010587670030471,4.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.30689212376519526,1.0,-2.8424435479732706,1.0,1.0,9.0,3.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0
0.3283151636081586,1.0,-0.702088336285171,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.1069541709739021,0.0,0.6767949759725623,0.0,2.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
-1.772665746661932,1.0,-1.0294102088429429,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
-1.4802251962303592,2.0,-0.5491784870576254,2.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.299222444956657,1.0,-0.6501520985383872,0.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8066592375776556,1.0,-0.4047910755841446,2.0,4.0,8.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
-0.6482069845983778,1.0,-1.6368024930958018,9.0,1.0,5.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0
-0.7141383409846529,5.0,-3.082282946281375,0.0,1.0,6.0,2.0,2.0,1.0,0.0,0.0,2.0,4.0,0.0
-0.247699747434893,4.0,-0.9342417359221532,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.06231200892771309,1.0,-1.0291004845528682,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.24109242133544917,1.0,-1.2903265100859078,0.0,2.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.15582298495422142,1.0,-0.451089517773386,3.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.33683869262316546,4.0,-0.39525809550290836,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.06514162641914413,3.0,-0.16768930876117677,7.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8988880345015412,4.0,-0.8411060014806688,0.0,2.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
0.47905576861581856,0.0,-0.14339453246288733,1.0,2.0,1.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
