n_tokens_title,n_tokens_content,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,kw_min_min,kw_max_min,kw_avg_min,kw_min_max,kw_max_max,kw_avg_max,kw_min_avg,kw_max_avg,kw_avg_avg,self_reference_min_shares,self_reference_max_shares,self_reference_avg_sharess,is_weekend,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_sentiment_polarity,weekday,data_channel,label
-0.8293206195435581,0.2746462489200975,1.5480028504049255,0.3193528427127729,0.6525036707813925,1.0,4.0,1.2303104892555747,0.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0
-0.8898905211524308,0.13615271356550737,1.172141962813905,0.45186469059409723,0.8997174440516708,0.0,4.0,0.7045340142311799,1.0,3.0,2.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0
-0.2321788393642344,0.9033440194104212,1.1621632091780782,0.17827253505498947,0.6277821180305073,0.0,4.0,0.2577610890754376,1.0,1.0,1.0,3.0,0.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,5.0,1.0
-0.7487818252802246,0.49416397278743013,1.578585579577418,0.9051301543923354,0.9087280552235558,0.0,4.0,0.5089450080805351,0.0,0.0,1.0,2.0,0.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0
-0.5657984926633918,-0.1423256838034051,1.7188975689170523,1.9956504291864927,1.448562983881932,0.0,4.0,1.1757879729347,0.0,3.0,3.0,3.0,0.0,2.0,0.0,3.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
-1.0475939040637419,0.9199812076484898,1.6352161842949786,0.872020193047984,1.5829144737800176,0.0,4.0,0.8612292194322702,1.0,2.0,2.0,3.0,0.0,1.0,3.0,3.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0
-0.7896102695371339,0.10389509459517865,1.6945974710716785,0.6782481656697088,0.37834756037710315,0.0,4.0,0.8327858548749698,2.0,0.0,1.0,2.0,0.0,2.0,0.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
-0.7246120422072164,0.06509177272995327,1.5344898621185172,0.6771843482386355,0.9357088446722023,1.0,4.0,0.02052578805537998,2.0,0.0,2.0,3.0,0.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0
-0.5231919524324643,-0.06075776677417901,0.9849396551004864,0.4926679941688246,0.5859864332986003,0.0,4.0,0.7919592006920759,0.0,3.0,2.0,2.0,0.0,1.0,3.0,3.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
-0.4088429761114887,0.378670795715548,2.021602428570181,1.024713317458541,1.019827001291414,0.0,4.0,1.222760438784741,0.0,1.0,2.0,3.0,0.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0
-0.810853242434731,0.42406811366505476,1.8678906778529838,0.19917683246588502,1.2767395048400614,0.0,4.0,0.5136829580436136,0.0,2.0,2.0,3.0,0.0,3.0,0.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
