date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,label
5.141253764245268,5.0,7.0,-4.355505585628259,1.0,2.0,0.0,0.0,1.0,3.0,-5.256577726735936,2.0,3.0898218886448063,0.0,39.0,5.000438609004307,4.657634066921062,-1.6450740737003495,3.0,4.874559828027434
5.2066773652124185,4.0,2.0,-4.219520663035752,0.0,5.0,0.0,0.0,2.0,5.0,-5.046819101070364,1.0,3.6678720752046416,0.0,64.0,4.75424371668196,4.6802002455863745,-1.5242288573934635,3.0,4.995246106502713
4.8565920581308575,4.0,11.0,-4.437337918012105,2.0,1.0,0.0,2.0,1.0,3.0,-4.80120262029876,1.0,2.416844056885394,0.0,45.0,4.926001096185941,4.302494016512422,-0.6083469714630793,0.0,4.9912579044104985
5.073259431765799,4.0,9.0,-4.393879883471556,3.0,2.0,0.0,0.0,2.0,5.0,-4.837560311744478,1.0,4.333487602010271,0.0,16.0,5.041609499905052,4.403976227604214,-0.3709548333871359,3.0,4.915449522836876
4.839599502969482,4.0,5.0,-4.27861676225563,1.0,5.0,0.0,0.0,0.0,1.0,-4.881214673627275,0.0,1.3773450442575272,0.0,63.0,4.79239883584857,4.877168832661384,-1.7763982786383026,3.0,5.092838394790926
4.83406833418664,5.0,2.0,-4.6561944827765425,3.0,3.0,0.0,1.0,0.0,2.0,-4.916503293543927,0.0,1.7134938066879921,0.0,36.0,4.8637044577713615,4.532561372472812,-1.1794851946424045,1.0,4.935920241370223
5.009104313058957,3.0,0.0,-4.46420898790577,2.0,4.0,0.0,0.0,0.0,6.0,-5.008789099360979,0.0,3.6650599369219874,0.0,18.0,5.054908059136918,4.395172681936957,-0.6216783394784394,3.0,5.08219740249514
4.963396200083825,2.0,9.0,-4.5604486766597025,2.0,4.0,0.0,1.0,2.0,2.0,-4.903941762700557,2.0,1.124416179674241,0.0,14.0,4.9763728545511805,4.720017706213362,-1.7086654291845458,2.0,5.096495436945839
4.978633226788717,4.0,7.0,-4.594840668902974,0.0,1.0,0.0,2.0,1.0,1.0,-5.025067391211056,0.0,3.7001543163907322,0.0,10.0,4.72310618335542,3.605819659635417,-0.7737490553997705,3.0,4.7643570207873225
4.840506429451528,5.0,4.0,-4.7789360441453494,0.0,5.0,0.0,0.0,2.0,2.0,-4.980336132085967,2.0,3.271322461184597,0.0,52.0,5.13240507849271,4.0066751160471945,-1.427010799374529,2.0,4.948015806044512
4.93698255692002,4.0,7.0,-4.700337928627606,1.0,4.0,0.0,0.0,2.0,1.0,-5.161454295032014,1.0,2.9479227618357324,0.0,21.0,4.709600483300747,4.195540729180287,-0.9943583478822038,1.0,4.962488520839037
5.009186439581609,2.0,11.0,-4.5789616771117725,3.0,4.0,0.0,0.0,2.0,3.0,-4.988086547196064,2.0,3.069176767618594,0.0,57.0,4.957536812212617,4.232059806824261,-1.624046689629139,1.0,4.8883440140822385
5.063511966278735,2.0,3.0,-4.620898932783483,3.0,2.0,0.0,0.0,1.0,2.0,-5.0429512811808985,1.0,2.722437060256939,0.0,47.0,5.111876807753106,4.421098111612877,-1.3691297134507316,2.0,4.94657730159723
4.9453156017596225,4.0,0.0,-4.375354517404152,3.0,4.0,0.0,0.0,1.0,2.0,-4.849215367371101,0.0,3.388939201216098,0.0,62.0,4.711501290413829,4.906111247343904,-0.7888082276625428,2.0,4.904154416889576
4.961924677879893,5.0,5.0,-4.631534743436068,1.0,2.0,0.0,1.0,0.0,6.0,-5.062818881801662,1.0,2.7984755288953624,0.0,16.0,4.931148597239019,4.194926646834459,-0.8064683087502446,0.0,4.919004653515807
4.983710457985999,5.0,9.0,-4.682952921369113,0.0,1.0,0.0,0.0,2.0,0.0,-5.191155039841127,0.0,3.275367835134894,0.0,36.0,4.951612899054539,4.600071250205113,-0.9002392273498838,3.0,5.095011688860375
5.065177854471812,2.0,6.0,-4.295746759622911,0.0,0.0,0.0,0.0,0.0,6.0,-4.960379948108792,1.0,3.32354951329502,0.0,29.0,4.956632721380793,4.935019670796934,-1.094540252487527,1.0,5.111624489850533
5.18477590578755,3.0,6.0,-4.56754003566052,0.0,4.0,0.0,0.0,1.0,3.0,-5.021220289787377,0.0,1.756557392858357,0.0,50.0,5.027001125528456,4.541287045567149,-1.4572610857743702,3.0,4.914386578238952
5.158674730840654,3.0,4.0,-4.03941480830821,1.0,2.0,0.0,0.0,0.0,1.0,-5.047551097306234,2.0,3.062853239053106,0.0,5.0,4.972446477911227,4.8395409816958175,-1.6309894000725242,0.0,4.9063888007474485
4.935571917536374,5.0,14.0,-4.415382770483708,0.0,4.0,0.0,1.0,1.0,3.0,-5.012264648170099,2.0,3.3608843668265163,0.0,16.0,4.876853277626091,4.605721362978697,-1.5462252744885308,3.0,5.187532280912878
4.915054556995355,4.0,16.0,-4.442259251502682,3.0,5.0,0.0,0.0,2.0,5.0,-4.896648777349296,0.0,3.8356981990840326,0.0,6.0,4.814622402161443,3.975132249113013,-1.0358843190289049,1.0,5.030658357933979
4.910371642692566,2.0,3.0,-4.015153196697133,3.0,5.0,0.0,0.0,1.0,2.0,-5.061011634968196,2.0,4.017754785654089,0.0,6.0,5.0130755514555165,4.78633867534889,-1.6733899942917556,0.0,5.048036943090772
4.966989782791982,4.0,10.0,-4.3767859853328135,1.0,2.0,0.0,0.0,2.0,5.0,-4.975214436123945,1.0,2.838943798337992,0.0,59.0,4.958833503284341,4.5544383292138315,-0.5581240865317774,2.0,4.865371286032395
5.013361281443079,2.0,10.0,-4.213936517512939,2.0,5.0,0.0,1.0,0.0,0.0,-4.899357833117154,2.0,3.3844311588725575,0.0,17.0,4.9083375954214326,4.716943503092543,-1.0072261834319294,1.0,4.9255456859379425
4.985061185276434,2.0,14.0,-4.639897574574446,1.0,4.0,0.0,1.0,1.0,3.0,-4.925945397858454,1.0,2.9396892462368096,0.0,29.0,4.805098564396162,4.389266632818844,-0.5817796375997902,3.0,4.893867266094784
5.046669199289683,2.0,1.0,-4.114437174484307,3.0,5.0,0.0,0.0,1.0,6.0,-4.980601579099556,2.0,3.1575725785331676,0.0,13.0,4.8131144082088015,4.939647664511796,-1.6849235295724085,0.0,5.053502776621147
5.123849046196485,2.0,3.0,-4.510188095579551,1.0,0.0,0.0,1.0,1.0,3.0,-5.100861857762247,2.0,3.2612871884166132,0.0,49.0,5.070060736859396,4.629545504757284,-0.9156418253206171,1.0,4.961263771872208
