date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,label
-0.6849311283613589,3.0,1.0,-0.6630604483762506,2.0,0.0,0.0,0.0,0.0,1.0,-0.8386902869520887,2.0,-0.7700813868053962,0.0,45.0,-1.282164043514729,-0.4457693673389841,-0.7743691473333849,1.0,-0.8889078181707134
0.23920901521556076,4.0,5.0,0.6054633237215284,1.0,0.0,0.0,0.0,0.0,2.0,0.4393028479017322,0.0,-0.26936760481331806,0.0,44.0,-0.10236150310427569,-0.9391550582677551,0.5261792445197752,1.0,-1.0555703900763673
-0.13931095668004734,2.0,3.0,-1.309095988693406,3.0,0.0,0.0,0.0,0.0,1.0,-0.9325484495379716,0.0,-0.501929606842872,0.0,40.0,-1.2473812742398165,-0.45800461216754934,-1.050203823804745,0.0,-1.0204222931821256
0.35453291113527774,4.0,3.0,-0.7478718103395998,2.0,0.0,0.0,0.0,0.0,2.0,-0.07203999772827195,1.0,-0.41442925895910687,0.0,15.0,-1.1619502575970089,-0.011897200249785748,-0.8526654503967886,2.0,-1.5949911748395253
-0.01679363661296583,2.0,1.0,-1.1459360212897898,0.0,2.0,0.0,0.0,0.0,2.0,-1.1277124586054805,1.0,-1.0901780354648127,0.0,42.0,-1.3698048676700758,-1.0456915408800902,-1.6470252824408005,2.0,-0.8804891894786689
-0.506822542444443,2.0,1.0,-1.0321730681724826,3.0,0.0,1.0,0.0,1.0,5.0,-1.2716066278852167,2.0,-1.3599525735093152,0.0,42.0,-1.3117747545424183,-0.7700412067439248,-1.5810391357895015,1.0,-0.44960403951694883
-0.1747563978499056,3.0,3.0,-0.7909981769964433,1.0,2.0,0.0,1.0,1.0,5.0,-1.0480067807640607,0.0,-0.8649252214692089,0.0,31.0,-1.0892142222273473,-1.1792552331068955,-0.41353407700364564,3.0,-0.6152918881324051
0.4329646894665842,3.0,4.0,-0.9373510544465399,1.0,0.0,0.0,0.0,0.0,5.0,-0.6179610651124641,0.0,-0.6553223311536681,0.0,55.0,-1.6974917678111803,-0.17900065657837336,-0.34234736358239665,1.0,-1.2006757891760125
-0.11442793071460054,2.0,3.0,-0.7264616834581213,3.0,2.0,0.0,2.0,0.0,5.0,-0.20194034853773088,0.0,-0.5152495116448816,0.0,40.0,-1.0750978755948466,-0.3532452220327192,-0.742623219186469,2.0,-1.3458002613752753
-0.41043317924583034,4.0,4.0,-0.2536120776783697,1.0,0.0,0.0,0.0,1.0,2.0,-0.5110715289941073,2.0,-0.8392865372835253,0.0,42.0,-0.9046540021515453,-0.2821921422448472,-0.5759697927842996,0.0,-1.3834629902495557
0.09962576024980968,3.0,1.0,-1.4686827027479012,2.0,0.0,0.0,0.0,0.0,4.0,-1.427898105275092,2.0,-1.2454520520946173,0.0,40.0,-1.9428004246489745,-0.14314116355556275,-2.168668389723891,1.0,-0.5075151523799483
0.5561295605076999,3.0,1.0,-0.6060958134341413,3.0,0.0,0.0,0.0,0.0,1.0,-0.10561184003720757,0.0,-0.8271375209148228,0.0,40.0,-1.0237197849471262,-0.8361415514906522,-0.9783535220164491,3.0,-1.1705625338676184
0.20809843632134972,3.0,4.0,-0.4568100895458977,2.0,0.0,0.0,0.0,2.0,5.0,-0.10839685024621933,0.0,-0.48448368711313144,0.0,15.0,-0.699096362156691,-0.21382904740607894,-0.38393046119240704,2.0,-1.358851620410157
-0.37653434081504045,3.0,3.0,-0.41917827968763544,1.0,0.0,0.0,0.0,2.0,5.0,-0.9332360039688323,0.0,-0.6336016639484175,1.0,42.0,-1.230863139660048,-0.6451519675869894,-0.2854194740014438,2.0,-0.8326356318834623
-0.5595425259371292,3.0,4.0,-0.30764993490137316,2.0,0.0,0.0,0.0,0.0,5.0,-0.5977731972648623,0.0,-0.6150702735379927,0.0,42.0,-1.0333844543147965,-0.35570952295624425,-0.20508688206450712,1.0,-1.203177022952156
-0.5188627938770738,3.0,1.0,-1.14994164817332,0.0,2.0,0.0,0.0,0.0,1.0,-1.1665291573569,0.0,-0.9993414525736183,1.0,15.0,-1.2423470359396271,-0.8374978889618694,-1.5354222012667542,1.0,-0.870061450409163
0.2032183555320332,4.0,6.0,-0.484470000603987,2.0,0.0,0.0,0.0,0.0,1.0,0.22462405805753768,0.0,-0.2581579400962338,0.0,50.0,-0.8296233952026789,-0.18720964802437284,-0.5652074138108439,2.0,-1.6047467514526474
0.14023293042486104,2.0,6.0,-0.9862282628378076,2.0,0.0,0.0,0.0,0.0,5.0,-1.225765323249794,0.0,-0.9564854902805717,0.0,42.0,-1.9504865185017148,-0.04106004028578837,-1.0606216753853335,1.0,-1.5168105717394935
-0.24069996282640466,3.0,1.0,-1.260930314505915,1.0,0.0,0.0,0.0,1.0,5.0,-0.8948607237089267,1.0,-0.850982744343056,1.0,40.0,-1.038341003816534,-0.4605414149704408,-0.7899173072158148,2.0,-0.8381010174297332
0.9197921173523741,2.0,6.0,-1.1764665325973567,1.0,0.0,0.0,0.0,1.0,1.0,-0.35479646395102593,1.0,-0.8152456432181134,0.0,42.0,-1.8230043878756117,0.539948309376416,-1.911241927402989,0.0,-1.6816855734188252
0.2212327377360826,3.0,6.0,-1.2141770078180645,0.0,0.0,0.0,0.0,0.0,5.0,-0.7324021045689262,0.0,-0.5207645022719938,0.0,42.0,-1.5649022000583357,-0.03228353243564849,-1.0921863729106664,1.0,-1.6482691718280038
0.0010627234344659162,4.0,0.0,-1.1047000713565591,3.0,0.0,0.0,0.0,0.0,5.0,-1.4341328572126137,1.0,-0.7897798874253569,0.0,50.0,-1.5486815431737038,-0.11911664255141995,-1.0760035825628236,1.0,-0.6864403868086248
0.27525161487644173,3.0,4.0,-0.9756707821784646,2.0,0.0,0.0,0.0,1.0,5.0,-0.7322563592730242,2.0,-0.821913502432571,0.0,15.0,-1.2537548524480207,-0.5319710724963447,-1.258219525012936,0.0,-1.1161320241649515
-0.34347924878554736,3.0,1.0,-0.4838852505468111,2.0,0.0,0.0,0.0,1.0,1.0,-0.8064558945285962,2.0,-0.8929358760238596,0.0,42.0,-0.9059206401943026,-0.34842189086757475,-0.5078258996686468,3.0,-1.0245451006291626
-1.0570324731023757,3.0,1.0,-1.0407468818406624,2.0,2.0,0.0,0.0,1.0,1.0,-1.1839270095075864,0.0,-1.201617205389473,0.0,56.0,-0.9245636373323467,-0.7950673746034363,-0.9019591177584412,0.0,-0.30538652981678965
0.32878815705155334,4.0,4.0,-0.9403377875345837,1.0,0.0,0.0,0.0,0.0,1.0,-0.7139712184840884,2.0,-0.9321591157221298,0.0,40.0,-1.2783427365980464,0.23023998488581338,-1.4625231085976915,1.0,-1.2113613449191873
-0.7004324135648674,4.0,5.0,0.060078466312521034,0.0,0.0,0.0,2.0,0.0,1.0,-0.3936662940929111,2.0,-0.5929922458046017,0.0,42.0,-0.48091082349978564,-0.5252452195191805,0.11944710932154826,1.0,-0.9882633034552329
-0.7654091549218227,3.0,1.0,-0.6077110428332702,0.0,0.0,0.0,0.0,0.0,1.0,-0.8998706030408412,0.0,-0.8111249295240548,0.0,42.0,-0.9940911730214553,-0.6647938924788174,-0.662798763196504,1.0,-0.8672735132926194
0.3068459661282592,5.0,6.0,-1.1014590578266208,1.0,2.0,0.0,0.0,0.0,1.0,-0.6824242315172234,2.0,-1.2703440438858402,0.0,48.0,-1.4327624483280208,0.10000600619149792,-1.7489926906199122,2.0,-1.2756348283925767
-0.15467589369123824,2.0,3.0,-1.1339701929144022,2.0,0.0,0.0,0.0,0.0,1.0,-1.0365006184929864,2.0,-0.500787765668879,0.0,60.0,-1.7436169824716903,-0.12095606855111372,-0.6387916899055875,1.0,-1.0244304338612116
-0.11381484950091758,2.0,4.0,-0.6395664640092983,3.0,0.0,0.0,2.0,2.0,1.0,-0.9346763393616987,2.0,-0.7098250218273123,1.0,22.0,-1.071915128032977,-0.7537757546159576,-0.8065018581916192,1.0,-1.1515913567102303
0.047153595678283845,4.0,6.0,-0.28577998180239617,2.0,0.0,0.0,0.0,0.0,3.0,0.11352615517851669,0.0,-0.34656314304244185,0.0,36.0,-1.044097336965478,-0.5282660896759696,-0.020124175222859433,0.0,-1.3916968687513964
0.10015011377084329,3.0,3.0,-0.3393363899095982,3.0,0.0,0.0,0.0,0.0,1.0,-0.15969796693181326,1.0,-0.5190121123689103,0.0,42.0,-0.9116331002548506,-0.5221353611854651,-0.3812824390447757,2.0,-1.6159878961417666
0.8726520596317546,3.0,1.0,-1.7947131931095106,2.0,0.0,0.0,0.0,0.0,5.0,-0.6843871697735171,1.0,-0.5711124937534174,1.0,60.0,-2.1724121137487096,0.3585262375837772,-1.2279776788435808,1.0,-1.0683008993161054
