n_tokens_title,n_tokens_content,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,kw_min_min,kw_max_min,kw_avg_min,kw_min_max,kw_max_max,kw_avg_max,kw_min_avg,kw_max_avg,kw_avg_avg,self_reference_min_shares,self_reference_max_shares,self_reference_avg_sharess,is_weekend,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_sentiment_polarity,weekday,data_channel,label
-0.7436998613725424,-0.625933050024776,1.247111323462095,0.16450511193857242,-0.17716372003212363,0.0,5.0,0.2361476551353353,0.0,2.0,3.0,0.0,0.0,3.0,0.0,3.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
-0.41487984004803924,-0.019780144784315085,1.0712352005017103,0.33246426623329467,0.5861754883955873,2.0,5.0,0.40784340127700724,0.0,2.0,3.0,3.0,0.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0
-0.8722475872992559,-0.40038363309518354,0.9899370269399737,0.6095584424350319,0.7329364430861428,2.0,5.0,0.023033027323620045,0.0,3.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0
-0.5006012709314158,0.05675579612906003,0.43487045286260334,0.18102520655462798,0.6970207007025563,1.0,4.0,-0.09512568919025133,2.0,1.0,0.0,3.0,0.0,0.0,3.0,3.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0
-0.17864101021930084,-0.020335490313886654,0.5735950299192557,0.06889329715048839,0.20032948670713793,0.0,4.0,-0.07946277666793111,0.0,1.0,1.0,2.0,0.0,2.0,0.0,3.0,3.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
-0.24890368378065358,-0.12550802276750486,0.9110519071703312,0.5166649604578346,1.2211253456011488,0.0,4.0,0.1625240280405278,0.0,2.0,1.0,0.0,0.0,2.0,0.0,3.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0
-0.5533206006724369,-0.3617867409105286,0.3180397828127792,0.05871672259626695,-0.1762929182172235,1.0,4.0,0.052424084427951406,0.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
-0.6348666728499904,-0.15279579894131873,0.1770234675955063,0.47163073649906906,0.462649201721309,1.0,4.0,-0.7468776607640518,0.0,1.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
0.05570575397998465,-0.27635506791435843,0.8595470848234241,0.3275555022832518,0.27339408985750674,1.0,5.0,0.5228859978962548,0.0,2.0,3.0,3.0,0.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0
-0.4011855917305273,-0.7559997163361905,0.755902356844862,0.07057520923430892,0.39382479724229125,0.0,5.0,0.02659505376122148,1.0,2.0,0.0,3.0,0.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0
-0.7006785950967284,-0.45254459502150113,0.8247833876507977,0.34196544599139045,0.5484538903995961,0.0,5.0,-0.13350879024161683,0.0,2.0,2.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0
-0.09001388525284867,0.4052333022528649,0.8094875989052722,0.6595436646572141,0.1931264021438392,2.0,4.0,0.7416524702546939,0.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0
-0.5325499880527227,-0.6949836149836301,0.6387629850654413,0.17401340982539115,0.2255902290588353,1.0,5.0,-0.6651057065034816,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
